passive_sentence,active_sentence,passive_x_coord,passive_y_coord,active_x_coord,active_y_coord
But it was missed by somebody the day after.,But somebody missed it the day after.,0.0043371555854106675,-0.1729670748587651,-9.224071285972649e-05,-0.16664681217780128
"As I slept the other night, neither dreaming nor holding psychological intercourse of any description with outsiders, I was awakened suddenly about the first hour of the morning by a noise.","As I slept the other night, neither dreaming nor holding psychological intercourse of any description with outsiders, a noise awakened suddenly about the first hour of the morning me.",-0.007044208936636536,0.03314406021290708,-0.008980504544604789,0.06844160618344804
"The annual Panther, weighing 8 ft., 9 inches, from snout to tip of tail, and measuring 213 lbs., has just been killed in the Adirondacks by a reporter.","A reporter just has killed in the Adirondacks the annual Panther, weighing 8 ft ., 9 inches, from snout to tip of tail, and measuring 213 lbs .,.",0.001804364864845622,0.019896982870996525,-0.003129555974150787,0.043208769664965535
"He would, however, be considered by most people still a young man.","Most people, however, would consider still a young man him.",0.0007407510238344769,-0.21195461311639544,-0.003342510550621394,-0.12459765503379906
"In short, I am visited nightly by an appalling apparition.","In short, an appalling apparition visits nightly me.",-0.007847248185178245,0.029937590979763458,-0.015516047607302734,0.1520063346792601
"This might only be caused by functional disturbance of the brain, but it was quite serious enough to call for immediate attention.","Functional disturbance of the brain only might cause this, but it was quite serious enough to call for immediate attention.",0.001657395237078521,-0.03519741448622461,0.0002731947485027983,-0.06344185067585989
"It was followed by a muffled cry, a crash, and a heavy fall.","A muffled cry, a crash, and a heavy fall followed it.",-0.005335319503487214,0.03697172672896018,-0.012932477211231964,0.18457283994670992
"In his Medical-Student days the sort of trick I have been playing on Sir Henry was enacted by some of his Fellow-Students for his benefit, and almost scared him into fever.","In his medical - student days some of his fellow - students enacted the sort of trick I have been playing on Sir Henry for his benefit, and almost scared him into fever.",-0.008095304914187078,0.02758184152189268,-0.009210764724866868,-0.01298000130228445
All the rest of the face and figure was completely covered by the black cloak.,The black cloak completely covered all the rest of the face and figure.,0.009375750000412629,-0.13862876846359867,0.005368300539785258,-0.09112660141730153
Here the Palace was built by William II.,Here William II built the Palace.,0.008464780776516573,-0.07559502552719832,0.0040195104583344455,-0.062309643396076655
"It was presented by the inhabitants of Amsterdam, while two silver Lustres at the sides of the fireplace were presented by Rotterdam.","The inhabitants of Amsterdam presented it, while two silver Lustres at the sides of the fireplace were presented by Rotterdam.",0.003378725695660761,0.07294258846130744,0.001221311440050067,0.09861061608283825
"A frog is ordained by nature to smile much, but the smile seems commonly one of hunger merely, though often one of Stomach-Ache.","Nature Ordains a frog to smile much, but the smile seems commonly one of hunger merely, though often one of stomach - ache.",-0.0068288259353537,0.12158597989939533,-0.008990410940588113,0.11221063187708696
In 1885 he was appointed by the crown canon Residentiary of Worcester cathedral.,In 1885 the crown canon appointed Residentiary of Worcester cathedral him.,0.0035492463128282696,-0.024886726110806112,0.0010636924754265223,-0.0037548457293226046
"It was kept by some people named Marac, whose characters were anything but good, and who had been implicated in several robberies that had taken place some years before, although the utmost efforts of the police had failed to trace any crime directly home to them.","Some people named Marac, whose characters were anything but good kept it, and who had been implicated in several robberies that had taken place some years before, although the utmost efforts of the police had failed to trace any crime directly home to them.",0.0034719287616372806,-0.06180442271514884,-0.004011798907533531,-0.011062123073764703
Sir Andrew could not be judged of by the surface.,The surface not could judge of Sir Andrew.,0.008121831127016626,-0.18279122964377387,0.0024848753296693943,-0.14653456980770185
"These would be answered by return, except where minute directions were inclosed.","Return would answer these, except where minute directions were inclosed.",0.006068818585313223,-0.15734238723992933,0.0012812381869539977,-0.12897636799090106
Any attempt to escape is quickly ended by the pain to which the officer who holds the instrument can inflict by a mere turn of his hand.,The pain to which the officer who holds the instrument can inflict by a mere turn of his hand quickly ends any attempt to escape.,-0.005800624815130672,0.007016247491744898,-0.012004897437530748,0.15509011361804753
"Expert thieves have been known to open handcuffs without a key, by means of knocking the part containing the spring on a stone or hard substance.","Means of knocking the part containing the spring on a stone or hard substance have known to open handcuffs without a key, expert thieves.",-0.0009529771661243285,-0.09768378537226258,-0.008359158392821529,0.11924601763360913
The silence was broken by Andrée.,Andrée broke the silence.,-0.000146744959468879,-0.10813485066687772,-0.005690150557107887,-0.09683405590568618
"This, it appeared, was shown by the breadth between the eyes and the timbre of her voice.","The breadth between the eyes and the timbre of her voice, it appeared, showed this.",-0.0016597808808421993,0.12439083914291935,-0.006592391006342355,0.12504061207164696
"After long argument and great indecision the matter was settled by a cordial letter from Mrs Mitchell, asking them to dinner on the following Thursday, and saying she feared there had been some mistake.","After long argument and great indecision a cordial letter from Mrs Mitchell settled the matter, asking them to dinner on the following Thursday, and saying she feared there had been some mistake.",-0.004744675881738995,-0.008508380973714837,-0.005401407084233984,-0.018976641594945432
Vincy Wenham Vincy was always called by everyone simply Vincy.,Everyone simply Vincy always called Vincy Wenham Vincy.,-0.007836380511452804,-0.04990889573533189,-0.010747719161131142,-0.020118711773225932
"The note is always struck by the hostess, and she was everything that was amiable, without effort or affectation.","The hostess always strike the note, and she was everything that was amiable, without effort or affectation.",-0.003504624482432677,0.05236391826935969,-0.006413519398765386,0.006363277080870162
The first two rows of the stalls were principally occupied by middle-aged and rather elderly gentlemen.,Middle - aged and rather elderly gentlemen principally occupied the first two rows of the stalls.,0.0006853957824623358,-0.03508852838696933,-0.0051520687568376005,0.047013206393630866
Edith was thrilled by the passionate emotion she felt near her.,The passionate emotion she felt near she thrilled Edith.,-0.004498541270326445,0.022112699820267145,-0.006974270420790086,0.03131488562561404
Never in his life had he been opposed by Edith before in this way.,Never in his life Edith had opposed him before in this way.,-0.0019053142627781744,-0.1584981801949378,-0.005381808420782585,-0.1750638748367264
"Her eyes were very bright, the result of few but salt tears, the corners of her mouth were lifted by a happy smile, not the Tantalising, Half-Mocking smile he used to see.","Her eyes were very bright, a happy smile, not, the corners of her mouth lifted the Tantalising, half - mocking smile he used to see the result of few but salt tears.",-0.004923905314462475,0.0059951289630528,-0.006538792985358649,-0.0016633705964374697
Mary was helped ashore by the tall Negro who had come for her.,The tall Negro who had come for she helped ashore Mary.,0.003908433591804764,-0.10214271018408964,0.0005092903451131634,-0.04942419829994295
"She was surrounded by warriors shouting, pushing and shaking their Spears.","Warriors shouting, pushing and shaking their Spears surrounded her.",-0.004268096390820233,-0.04270233399203294,-0.00841760830157308,0.04027923268980492
On one trip the canoe in which Mary was riding was attacked by a Hippopotamus.,On one trip a Hippopotamus attacked the canoe in which Mary was riding.,-0.0002657853666748326,-0.06075887259215253,-0.0020989536542951855,-0.05318519758405762
Here Mary was greeted by a handsome young man.,Here a handsome young man greeted Mary.,-0.0037381422353416007,-0.042284730368270906,-0.005729517245226754,-0.0174196071877526
"Now they are being taken care of by native workers, but these have only little training.","Now native workers are taking them of care, but these have only little training.",0.0014660325484776955,-0.028297854665972257,-0.0018769601600056194,-0.05601568058297251
"Shortly after her trip to Akpap, Mary was honored by the King of great Britain.","Shortly after her trip to Akpap, the King of great Britain honored Mary.",0.00440407020707192,-0.1384006676960956,0.002189180904390522,-0.13693915040932442
She was chosen by him to be a member of the order of St. John of Jerusalem.,He chose her to be a member of the order of St. John of Jerusalem.,0.005785965988804841,-0.1230285907131402,0.003093315700706611,-0.13308924965373525
But the farm was reached by more open methods.,But more open methods reached the farm.,0.0057675238122345115,-0.19806170026964393,-0.0013205061117995717,-0.14720443780837336
Several years of broken health had been followed by years that were for the most part free from suffering.,Years that were for the most part free from suffering had followed several years of broken health.,0.0002488620409047538,-0.040696688692001756,-0.0005441860575161831,-0.04416989325449879
"What lady, Smocked in morning Cambric, would not be wooed by such a voice?","Such a voice, not would woo what lady, Smocked in morning Cambric?",-0.01324086317945082,0.020568980049986772,-0.014582102332140178,0.0028243720136739937
Some men who have been Roguish in their lives have been remembered by their higher accomplishments.,Their higher accomplishments have remembered some men who have been Roguish in their lives.,-0.00793071360472622,0.021516891341547065,-0.007766040829389726,-0.03740790308872489
A flashing lithograph is set by way of Testament wherever traffic turns or lingers.,Way of Testament sets a flashing lithograph traffic turns or wherever lingers.,-0.007376465662083088,0.251115045948973,-0.008610694781104912,0.07921290544269695
First the Tory party was being hard hit by the Edinburgh review and there was need of defense and retaliation.,First the Edinburgh review hard Washitting the Tory party and there was need of defense and retaliation.,0.0010320716214820963,-0.07542273511478338,-0.00446363809156909,-0.019854344965729392
Her loving tenderness to the children committed to her care and her pure gentle life were remarked by those around her before there was any thought of her dying a heroic death.,Those around she her pure gentle life remarked her loving tenderness to the children committed to her care and before there was any thought of her dying a heroic death.,-0.0039583969414455885,0.01319860702835542,-0.005859061520693217,0.030481133777007414
"The Fort was surrounded by thousands of natives, who kept up a continuous fire, and the bushes near at hand were full of Sharp-Shooters.","Thousands of natives, who kept up a continuous fire surrounded the Fort, and the bushes near at hand were full of sharp - shooters.",0.002647660450672551,-0.0507168367399965,-0.0002101816265121263,-0.0658054929739647
Such deeds are so often done by our working men that they think nothing about it.,Our working men so often do such deeds that they think nothing about it.,-0.00929146905453979,-0.023443231818903867,-0.014219458069641902,-0.00763540445836435
These nine were saved during the day by a passing vessel.,A passing vessel saved during the day these nine.,0.00010910823348584124,-0.06140853109413749,-0.006178975832825812,0.05428062388405329
"That morning grace was awakened by the sound of voices in distress, and dressing quickly she sought her father.","That morning the sound of voices in distress awakened grace, and dressing quickly she sought her father.",-0.004736206733551849,-0.024142881975917827,-0.008745146820178667,0.010240703426777142
The passage to the North Pole is barred by ice fields and guarded by frost and snow more securely than Cerberus guarded the approach to the kingdom of Pluto.,Ice fields bar the passage to the North Pole and guarded by frost and snow more securely than Cerberus guarded the approach to the kingdom of Pluto.,0.006236420575214952,-0.0763876155223647,-0.0005306986504408783,0.012062326662958811
"They were last seen by a Whaler on the 26th of July that year, and then for years no word of their fate reached great Britain.","A Whaler on the 26th of July last saw them that year, and then for years no word of their fate reached great Britain.",0.006691488445514418,-0.14340103301107193,0.0014142522448463255,-0.15485213816428023
The government was stirred into action by the Pleadings of Lady Franklin.,The Pleadings of Lady Franklin stirred into action the government.,0.0023043898257432763,-0.0314667636834327,-0.0007453628027958169,-0.02745423956268104
The final relics of the Franklin expedition were discovered by Mcclintock and a party of volunteers.,Mcclintock and a party of volunteers discovered the final relics of the Franklin expedition.,0.005686312865284736,-0.04567028846834158,0.0007835839833663805,-0.014313708234547716
"Much valuable scientific information has been obtained by Mr. Glaisher, and by those who, like him, have made perilous journeys into Cloudland.","Those who, like he, have made perilous journeys into Cloudland has obtained Mr. Glaisher, and much valuable scientific information.",-0.005046819626921449,0.054340056179884404,-0.007854195083451294,0.035700260428170365
Once when he was leading a party at night he was fired at by his own Sentries.,Once when he was leading a party at night his own Sentries fired at him.,-0.0030646344034273776,-0.09932398187869525,-0.009163946900666227,-0.08181281166668691
A gold medal was presented to him by the Emperor.,The Emperor presented to him a gold medal.,0.0002885314656129211,0.005481601997446291,-0.0031129619912922094,-0.011012727051270804
"After a series of the most thrilling incidents the world has known, Lucknow was finally relieved by Sir Colin Campbell.","After a series of the most thrilling incidents the world has known, Sir Colin Campbell finally relieved Lucknow.",-0.005906442999025513,-0.03664962590717545,-0.00947442767353135,-0.01117990413444215
"The books in which he gave an account of his experiences were eagerly read by the public, and produced a profound effect.","The public eagerly read the books in which he gave an account of his experiences, and produced a profound effect.",-0.008265153153976757,0.07074657748654173,-0.009689257760785105,0.06414707901190692
Two persons who tried to help him were bitten by the lion.,The lion bit two persons who tried to help him.,-0.005182167380759466,0.019407005256482895,-0.009246698012889496,-0.013600905462952232
"In November, 1876, he was knocked down in the streets of Carlisle by a runaway horse, and carried into the hospital to die.","In November, 1876, a runaway horse knocked down in the streets of Carlisle him, and carried into the hospital to die.",0.006012925180162958,-0.11811925269184637,0.0032933323013670975,-0.08049412636610762
"Once, whilst Moffat was away on a visit to a neighbouring tribe, his wife was aroused in the night by the report that a hostile tribe had invaded their territory and was close upon them.","Once, whilst Moffat was away on a visit to a neighbouring tribe, the report that a hostile tribe had invaded their territory and was close upon they aroused in the night his wife.",-0.00043350962669599794,-0.10517641407517511,-0.0015312080148847716,-0.09224313527283294
Thither the sick and wounded soldiers were being brought by hundreds.,Hundreds the sick and wounded soldiers Werebringing thither.,0.002312640947844954,-0.09954209233166494,-5.231739556890605e-05,-0.0747020563068211
"Her life was brightened by her belief, and she ever kept in view what she believed to be her mission in life.","Her belief brightened her life, and she ever kept in view she believed what to be her mission in life.",-0.0032112258744345073,-0.041114595757840114,-0.006509083620365623,-0.026318764767307913
"The door was guarded by a detachment of thieves, who watched to see that none but those of their class went in.","A detachment of thieves, who watched to see that none but those of their class went in guarded the door.",0.0032822547308251565,-0.18113342551010747,-0.005208071822410755,-0.02071151173240085
A young woman whilst working in a mill at Stockport was caught by the machinery and badly injured.,The machinery and badly injured caught a young woman whilst working in a mill at Stockport.,0.002795799076122468,-0.021861249205668665,-0.00038226991210661286,0.01316658123784989
"I am permitted, by the kindness of the Rev . H.C.G . Moule, from whose delightful biography the foregoing sketch has been compiled, to reproduce a page from this address.","The kindness of the Rev . H.C.G . Moule, from whose delightful biography the foregoing sketch has been compiled permit, me, to reproduce a page from this address.",-0.005583205085789606,0.07946496992414234,-0.013006823599195375,0.20791178298595847
"Several soldiers were blown to pieces by the bursting of the Shell, but Wellington seemed quite unmoved either by the terrible sight or his own danger.","The bursting of the Shell blew to pieces several soldiers, but Wellington seemed quite unmoved either by the terrible sight or his own danger.",0.006645436984660639,-0.16661611403562757,0.003620560649454707,-0.13641997247646354
"As they were passing through their agony, they were laughed at by the people, who asked them if Jesus Christ could do anything to help them.","As they were passing through their agony, the people, who asked them if Jesus Christ could do anything to help them laughed at them.",-0.0014598438601008759,-0.15426074428164493,-0.0036708244529408914,-0.14329696206475756
How many accidents to children are caused by the Lamentable absence of open spaces and Playgrounds!,The Lamentable absence of open spaces and Playgrounds causes how many accidents to children!,-0.005100286510832551,0.026053293622023604,-0.00716558596115155,0.021162234776583144
"Below, within the store, that view is entirely obliterated by a brace of shelves built across the corresponding window and brilliantly stacked with ribbons of a score of colors and as many widths.","Below, within the store, a brace of shelves built across the corresponding window and brilliantly stacked with ribbons of a score of colors and as many widths entirely Obliterates that view.",-0.0015489102528762635,0.1110949190283588,-0.009016636169774207,0.24296073379950706
"Diseased lungs are exasperated by a certain diet, and pacified by one of an opposite kind.","A certain diet Exasperates diseased lungs, and pacified by one of an opposite kind.",-0.007581828382314667,0.12641994597210807,-0.01057385226573846,0.2469831215987845
"It is usually possessed by those who live in the country, and according to nature, as it is called, and who take much and varied exercise.","Those who live in the country usually possesses it, and according to nature, as it is called, and who take much and varied exercise.",-0.005242399983399209,0.2658364341910593,-0.009329057851541634,0.2353677117369307
"A treatise on the great geological question, whether the continents now inhabited, have or have not been repeatedly submerged in the sea, has lately been read to the Académie des sciences, by M. constant Prevost.","M. constant Prevost lately has read to the Académie des sciences, a treatise on the great geological question, whether the continents now inhabited, have or have not been repeatedly submerged in the sea,.",-0.00216102764039264,0.14050904860648114,-0.004887307939516049,0.1815068797038546
"The stillness had been broken by a slight sound, as of something falling inside the attic, and this was followed a moment later by a shrill, Unearthly scream.","A slight sound had broken the stillness, as of something falling inside the attic, and this was followed a moment later by a shrill, Unearthly scream.",-0.0029977053308393453,0.08401957564377344,-0.004502638554513981,0.09609666638232134
"The loss of their right Half-Back was distinctly felt by the Birchites during the commencement of the second half, and Diggory was called upon three times in quick succession to save his charge.","The Birchites distinctly felt the loss of their right half - back during the commencement of the second half, and Diggory was called upon three times in quick succession to save his charge.",0.0015128704784611994,-0.08497975076950579,0.00014563475691917432,-0.07517566924933655
"Jack Vance was seized by a band of applauding comrades, who, with his head about a couple of feet lower than his heels, carried him in triumph across the playground, and staggered half-way up the steep garden path, when Acton happening to tread on a loose pebble brought the whole procession to grief, and caused the noble band of conquering heroes to be seen all Grovelling in a mixed heap upon the gravel.","A band of applauding comrades, who, with his head about a couple of feet lower than his heels seized Jack Vance, carried him in triumph across the playground, and staggered half - way up the steep garden path, when Acton happening to tread on a loose pebble brought the whole procession to grief, and caused the noble band of conquering heroes to be seen all Grovelling in a mixed heap upon the gravel.",-0.006256245920016882,0.00984230369556947,-0.013095082636646086,0.12342695060906775
"He had been captured by a party of Philistines, who, under the leadership of Hogson, had not only robbed him of his pie, but had held him prisoner while they devoured it before his very eyes!","A party of Philistines, who, under the leadership of Hogson, had not only robbed him of his pie had captured him, but had held him prisoner while they devoured it before his very eyes!",0.002075765803897174,-0.14826759282617546,-0.00682846698184489,0.056795829608021625
"The remainder were occupied by a couple of other New-Comers, and three oldsters, Carton, Hart, and Bayley.","A couple of other new - Comers occupied the remainder, and three oldsters, Carton, Hart, and Bayley.",-0.0034071032008775723,-0.028225381024445273,-0.007983821621879548,0.02216795552306652
"Bibbs, the third form genius, was regarded by every one as a huge joke, and the very mention of his name caused a fresh burst of merriment.","Every one as a huge joke regarded Bibbs, the third form genius,, and the very mention of his name caused a fresh burst of merriment.",-0.004884584494291399,-0.03485332163122126,-0.00799390996343394,-0.052472101411041826
"The Hermitage was surrounded on all sides by a thick mass of shrubs and trees, through which a moment later the triple alliance were cautiously threading their way.","A thick mass of shrubs and trees, through which a moment later the triple alliance were cautiously threading their way surrounded on all sides the Hermitage.",0.0006358863161763529,-0.05245519112859523,-0.005715728718892866,0.08534102163141524
"His presence within the grounds of Ronleigh college was not approved of by the authorities, and his trade with the small boys, who were his particular patrons, was carried on through a gap in the hedge.","The authorities not approved of his presence within the grounds of Ronleigh college, and his trade with the small boys, who were his particular patrons, was carried on through a gap in the hedge.",0.007271051773407246,-0.18052045796381888,0.007514482277895121,-0.1981045851928983
"On Friday evening the two doors, which were exactly opposite to each other, being left open, the process of undressing was enlivened by a continual fire of abuse and insulting remarks, which might have led to a regular scrimmage between the two parties if the presence of the Prefect, patrolling the passage, had not prevented either side from advancing beyond the threshold of their own doorway.","On Friday evening the two doors, which were exactly opposite to each other, being left open, a continual fire of abuse and insulting remarks, which might have led to a regular scrimmage between the two parties if the presence of the Prefect, patrolling the passage enlivened the process of undressing, had not prevented either side from advancing beyond the threshold of their own doorway.",0.001962961760399245,-0.1214430083361955,0.0014555851833928917,-0.13686577218681029
"In addition to the loss of Thurston, who, to do him justice, was a very good forward, the school team was weakened still further by an unfortunate accident which befell Rowlands, who twisted his ankle, and was forced to leave the ground at the very commencement of the game.","In addition to the loss of Thurston, who, to do him justice, was a very good forward, an unfortunate accident which befell Rowlands, who twisted his ankle, weakened still further the school team and was forced to leave the ground at the very commencement of the game.",-0.001406217718267103,-0.11126619905209215,-0.0030476849965471297,-0.09281518544320834
The passage of arms between Mr. Grice and the two Prefects was eagerly discussed by boys of all ages.,Boys of all ages eagerly discussed the passage of arms between Mr. Grice and the two Prefects.,-0.0025183346447529044,-0.008595862275538945,-0.0089963405838305,0.02006651276490869
"This factor can only be fostered by the ability to maintain not one, but a group of high class teams.","The ability to maintain not one only can foster this factor, but a group of high class teams.",-0.004394815351737884,0.06254894509737488,-0.010436153501554109,0.14433738921119554
"For that reason players and owners must be guided by a sense of lofty ideals and not be led astray by foolish outbursts over trivial differences of opinion, easily to be adjusted by the exercise of a little common sense.","For that reason a sense of lofty ideals must guide players and owners and not be led astray by foolish outbursts over trivial differences of opinion, easily to be adjusted by the exercise of a little common sense.",-0.0011981388853107475,-0.06779071923540442,-0.005293804120010759,-0.021265970246433737
"The books will be distributed by a well-known book firm, Bjork & Boyeson, Stockholm, and will soon be available in all the bookstores in Sweden.","A well - known book firm, Bjork & Boyeson, Stockholm will distribute the books, and will soon be available in all the bookstores in Sweden.",-0.0022234380788731445,0.10887171018222322,-0.004102774174207456,0.10240006318376316
"Mr. brush is survived by his widow, Mrs. Elsie Lombard brush, and two daughters, Miss Natalie brush and Mrs. Harry N. Hempstead.","His widow survives Mr. brush, Mrs. Elsie Lombard brush, and two daughters, Miss Natalie brush and Mrs. Harry N. Hempstead.",-0.003725881582098047,-0.0574696704988525,-0.005724041602616373,-0.06925462643373347
"The motives of Mr. brush were thoroughly misconstrued by some, and, if grasped by others, they were disregarded, because they Conflicted with their immediate temporary prosperity.","Some thoroughly misconstrued the motives of Mr. brush, and, if grasped by others, them were disregarded, because they Conflicted with their immediate temporary prosperity.",-0.004996794622870121,-0.02192970268061165,-0.0076536883006331664,0.012475848674999707
"Prominent National League players were taken by the American League clubs, and this brought retaliation.","The American League clubs took prominent National League players, and this brought retaliation.",-0.0005625338713419043,-0.003592184194483275,-0.0027869732309881022,-0.012527563316664644
A man less determined would have been overcome by such a blow.,Such a blow would have overcome a man less determined.,-0.004241613084036422,-0.11969598079478404,-0.004707664304305858,-0.1937319126645064
"Gardner was put out by a combination play on the part of Mathewson, Doyle and Merkle, scoring Yerkes, and Stahl came through with a hard line hit for a base, which scored Speaker and Lewis.","A combination play on the part of Mathewson, Doyle and Merkle, scoring Yerkes put out Gardner, and Stahl came through with a hard line hit for a base, which scored Speaker and Lewis.",-0.002015473809330158,-0.033341515216967946,-0.007718120063932661,0.04689640617500783
"By far the most notable play of the game on the field was made by Devore in the ninth inning, when he ran for more than thirty feet and caught an almost impossible fly ball which had been batted by Cady.","By far Devore made the most notable play of the game on the field in the ninth inning, when he ran for more than thirty feet and caught an almost impossible fly ball which had been batted by Cady.",-0.0011291399979612838,-0.013864134171091717,-0.0032969411550471148,-0.05188219121923388
Wood was retired by Murray.,Murray retired wood.,0.002689490823997541,-0.08353959795888505,-0.006088904406343611,0.017795010353255904
"With one out in the fourth, Gardner was hit by a pitched ball and Stahl singled to left field.","With one out in the fourth, a pitched ball and Stahl singled to left field hit Gardner.",-0.0015433643197512786,-0.042774215438070966,-0.006166493590384084,0.012651948227909852
No runs were scored by either team in the eighth or the ninth innings.,Either team scored no runs in the eighth or the ninth innings.,0.007290295244051907,-0.22018802639585278,8.265206390095105e-05,-0.12745139005393236
So much speed had been put into it by the stalwart Indian catcher that had the ball got into the outfield it would have gone to the fence.,The stalwart Indian catcher that had the ball got into the outfield it would have gone to the fence had put into it so much speed.,-0.0005736471113444532,-0.07439829349502775,-0.0026380367103342123,-0.08262481689278015
"The athletics were beaten out by two teams which were in the second division in 1911, one of them as low as Seventh place.","Two teams which were in the second division in 1911, one of they as low as Seventh place beat out the Athletics.",0.007082779298635749,-0.1053134229118314,0.003855740554544222,-0.06787669876573295
"These men were helped somewhat by the showing of their team, but the case of Gandil would have been notable in any company.","The showing of their team helped somewhat these men, but the case of Gandil would have been notable in any company.",0.00329083572670919,-0.09449308436140058,0.002283111375094376,-0.11964278610583598
As they entered they were received by expectant looks.,As they entered expectant looks received them.,-0.0006798548846127911,-0.07431094716726001,-0.00652873042845532,-0.0060469651265775345
As she went by she was naturally attracted by the lighted windows and could hear the band quite plainly.,As she went by the lighted windows naturally attracted her and could hear the band quite plainly.,-0.0025644154600993853,-0.003986319240368522,-0.003853506753941774,0.002280136694154524
