Before that it had been used by his father.	Before that his father had used it .
Pastures of alfalfa were dotted by horses and cattle.	horses and cattle dotted Pastures of alfalfa .
You'll be let severely alone by real gun-fighters an' men like Bland, Alloway, Rugg, an' the bosses of the other gangs.	real gun - fighters an ' men like Bland , Alloway , Rugg , an ' the bosses of the other gangs 'll let severely alone You .
It was broken by a harsh curse and the scrape of a bench on the floor.	a harsh curse and the scrape of a bench on the floor broke It .
   CHAPTER VII  That night Duane was not troubled by ghosts haunting his waking and sleeping hours.	    CHAPTER VII   That night ghosts haunting his waking and sleeping hours not troubled Duane .
Not once since this daring motive had stirred him had he been haunted by the phantom of Bain beside his bed.	Not once since this daring motive had stirred him the phantom of Bain had haunted him beside his bed .
Rather had he been haunted by Jennie's sad face, her wistful smile, her eyes.	Rather Jennie 's sad face had haunted him , her wistful smile , her eyes .
Jennie had been instructed by Euchre to listen, to understand that this was Duane's only chance to help keep her mind from constant worry, to gather the import of every word which had a double meaning.	Euchre had instructed Jennie to listen , to understand that this was Duane 's only chance to help keep her mind from constant worry , to gather the import of every word which had a double meaning .
Duane was bothered by the blackness of the night.	the blackness of the night bothered Duane .
Jennie had been carried off--probably by outlaws.	probably outlaws had carried off -- Jennie .
Presently it was broken by a rattling of loose gravel and then low voices.	Presently a rattling of loose gravel and then low voices broke it .
Presently Duane's ears were filled by a chorus of short ringing yelps.	Presently a chorus of short ringing yelps filled Duane 's ears .
Further conjecture on this point, however, was interrupted by a crashing in the willows and the rapid patter of feet.	a crashing in the willows and the rapid patter of feet , however , interrupted Further conjecture on this point .
The reward was offered by the woman's husband, whose name appeared with that of a sheriff's at the bottom of the placard.	the woman 's husband , whose name appeared with that of a sheriff 's at the bottom of the placard offered The reward .
 A momentary silence was broken by Sibert.	  Sibert broke A momentary silence .
It was followed by a rapid thud of boots on soft ground.	a rapid thud of boots on soft ground followed It .
But the sway of the outlaw, such as is enjoyed by these great leaders, will sooner or later be past.	But these great leaders enjoy the sway of the outlaw , such as , will sooner or later be past .
His head was circled by a bandage that did not conceal the lump where he had been struck.	a bandage that did not conceal the lump where him had been struck circled His head .
“After a moment's thought no one will be influenced by them.	“ After a moment 's thought they will influence no one .
 Duane's strained ears were pervaded by a slight rustling sound.	  a slight rustling sound pervaded Duane 's strained ears .
This procedure was attentively watched by Fletcher and his companions.	Fletcher and his companions attentively watched This procedure .
Her fly was pitched apart from the others, on the high bank by the river, and a couple of Indian girls did her cooking for her and the camp work.	the river pitched apart from the others , on the high bank Her fly , and a couple of Indian girls did her cooking for she and the camp work .
The bravery of men is not nourished by scenes of cowardice.”	scenes of cowardice not nourish The bravery of men . ”
 How long afterward he did not know, he was awakened by the yapping bark of a young coyote.	  How long afterward he did not know , the yapping bark of a young coyote awakened him .
And even if he did not, sooner or later he would be found out by some one else.	And even if he did not , sooner or later some one else would find out him .
His bravery is never questioned by those friends who are aware of the Mill Valley episode.	those friends who are aware of the Mill Valley episode never question His bravery .
 “You have no chance,” Watson was told by an old friend of his boyhood, the retired manager of the biggest paper in the city.	  “ You have no chance , ” an old friend of his boyhood , the retired manager of the biggest paper in the city told Watson .
“Without warning I was attacked by this man; and badly beaten.	“ Without warning this man attacked me ; and badly beaten .
“I am paid by the People to prosecute, and prosecute I will.	“ the People pay me to prosecute , and prosecute I will .
This good impression was added to by the smiling lips and the wrinkles of laughter in the corners of his black eyes.	the smiling lips and the wrinkles of laughter in the corners of his black eyes added to This good impression .
 An hour later, as Judge Witberg limped up the grounds to his hotel, he was arrested by a village constable on a charge of assault and battery preferred by Carter Watson.	  An hour later , as Judge Witberg limped up the grounds to his hotel , a village constable on a charge of assault and battery preferred by Carter Watson arrested him .
That Boyd Duncan was liked by them was evidenced by the roars of laughter with which they greeted his slightest joking allusion.	That they liked Boyd Duncan was evidenced by the roars of laughter with which they greeted his slightest joking allusion .
The latter, with his wife, had been landed there by the Annapolis, which had promptly gone on with its cargo of astronomers to Fiji.	the Annapolis , which had promptly gone on with its cargo of astronomers to Fiji , with his wife , had landed there The latter .
He was appalled by his own loneliness.	his own loneliness appalled him .
 Treloar, who happened to be sitting next to him, was startled by the abruptness of the attack, and wondered what grounds he had ever given the little man to believe that he could call a woman a pig.	  the abruptness of the attack startled Treloar , who happened to be sitting next to he , , and wondered what grounds he had ever given the little man to believe that he could call a woman a pig .
Now if I was God--”  His further opinion was interrupted by the entrance of the butler.	Now if I was God-- ”   the entrance of the butler interrupted His further opinion .
He was surrounded by treachery.	treachery surrounded him .
She was horrified to think how near she had come to being guilty herself; she had been saved in the nick of time by a revival in the colored Methodist Church, a fortnight before, at which time and place she "got religion."	She was horrified to think how near she had come to being guilty herself ; a revival in the colored Methodist Church , a fortnight before , at which time and place she " got religion had saved in the nick of time her . "
This time the Thursday boat had not arrived at ten at night--so the people had waited at the landing all day for nothing; they were driven to their homes by a heavy storm without having had a view of the illustrious foreigners.	This time the Thursday boat had not arrived at ten at night -- so the people had waited at the landing all day for nothing ; a heavy storm drove to their homes them without having had a view of the illustrious foreigners .
Again she was besieged by eager questioners and again she swam in sunset seas of glory.	Again eager questioners besieged her and again she swam in sunset seas of glory .
The two houses were separated by an ordinary yard, with a low fence running back through its middle from the street in front to the lane in the rear.	an ordinary yard separated The two houses , with a low fence running back through its middle from the street in front to the lane in the rear .
It was given to Luigi by a great Indian prince, the Gaikowar of Baroda, and it had been in his family two or three centuries.	a great Indian prince , the Gaikowar of Baroda gave to Luigi It , and it had been in his family two or three centuries .
They were conducted to the platform by Buckstone--Tom Driscoll still following--and were delivered to the chairman in the midst of a prodigious explosion of welcome.	Buckstone -- conducted to the platform them Tom Driscoll still following -- and were delivered to the chairman in the midst of a prodigious explosion of welcome .
He was intrusted to me by my brother on his dying bed, and I have indulged him to his hurt, instead of training him up severely, and making a man of him.	my brother intrusted to I him on his dying bed , and I have indulged him to his hurt , instead of training him up severely , and making a man of he .
Tom was almost suffocated by the joy of this sudden good news.	the joy of this sudden good news almost suffocated Tom .
 The closing speech of the campaign was made by Judge Driscoll, and he made it against both of the foreigners.	  Judge Driscoll made The closing speech of the campaign , and he made it against both of the foreigners .
 Witness after witness was called by the State, and questioned at length; but the cross-questioning was brief.	  Witness after the State called witness , and questioned at length ; but the cross - questioning was brief .
People were sorry for Pudd'nhead; his budding career would get hurt by this trial.	People were sorry for Pudd'nhead ; this trial would hurt his budding career .
All sense of weariness had been swept away by the invigorating refreshment of the great and hopeful discovery which he had made.	the invigorating refreshment of the great and hopeful discovery which he had made had swept away All sense of weariness .
The Italian twins in this novel, Luigi and Angelo, were inspired by a real pair of Italian conjoined twins who toured America in the 1890s.	a real pair of Italian conjoined twins who toured America in the 1890s inspired The Italian twins in this novel , Luigi and Angelo , .
But these lines are surrounded by Wilson's narrative, which is already in double quotes.	But Wilson 's narrative , which is already in double quotes surrounds these lines .
 In the poet’s Blind Man’s Bough (or Buff), 1641, Martin Parker says,      “Whatever yet was published by me     Was known as Martin Parker, or M. P.;”  but this song was printed without his name or initials, at a time when it would have been dangerous to give either his own name or that of his publisher.	  In the poet ’s Blind Man ’s Bough ( or Buff ) , 1641 , Martin Parker says ,       “ I yet published Whatever      Was known as Martin Parker , or M. P. ; ”   but this song was printed without his name or initials , at a time when it would have been dangerous to give either his own name or that of his publisher .
But I’ll not be seduced by phanatical charms          	But phanatical charms not ’ll seduce me
 It was written by Sir Francis Wortley, one of the prisoners.	  Sir Francis Wortley , one of the prisoners wrote It .
 But neither its ornamental situation, the beauty of its structure, nor the noble design of its erection (which did honour to humanity), could preserve it from the merciless zeal of the times; for in 1647 it was demolished by order of the House of Commons, as Popish and superstitious.	  But neither its ornamental situation , the beauty of its structure , nor the noble design of its erection ( which did honour to humanity ) , could preserve it from the merciless zeal of the times ; for in 1647 order of the House of Commons , demolished it as Popish and superstitious .
3 was that entered into by Mr Waller the poet, and others, with a view to reduce the city and Tower to the service of the King; for which two of them, Nath.	Mr Waller the poet , and others that entered into 3 , with a view to reduce the city and Tower to the service of the King ; for which two of they , Nath .
 The Republicans were     strengthened by the return of Vane, Ludlow, and Bradshaw, to the     Parliament called by the new Protector.	  the return of Vane , Ludlow , and Bradshaw      strengthened The Republicans , to the      Parliament called by the new Protector .
    Lambert’s hopes and aims were raised by his success against Sir     George Booth in the August following, and jealousies soon arose     between his party in the army and the Rump.	     his success against Sir      George Booth raised Lambert ’s hopes and aims in the August following , and jealousies soon arose      between his party in the army and the Rump .
    No doubt ’tis the best of all drinks, or so soon    It ne’er had been chose by the Man in the Moon, {110}    Who drinks nothing else, both by night and by day    But claret, brisk claret, and most people say,    Whilst glasses brimful to the stars they go round,    Which makes them shine brighter with red juice still crown’d.	     No doubt ’ tis the best of all drinks , or so soon     the Man in the Moon had chosen It ne’er , { 110 }     Who drinks nothing else , both by night and by day     But claret , brisk claret , and most people say ,     Whilst glasses brimful to the stars they go round ,     Which makes them shine brighter with red juice still crown’d .
 {55}  Thomas Scot and Luke Robinson were sent by the Parliament to expostulate with Monk, but without effect.	  { 55 }   the Parliament sent Thomas Scot and Luke Robinson to expostulate with Monk , but without effect .
 He had been imprisoned by the Rump.	  the Rump had imprisoned him .
 _A new Edition with additional poems_, _including Ravenna_, _The Sphinx_, _and The Ballad of Reading Goal_, _was first published_ (_limited issues on hand-made paper and Japanese vellum_) _by Methuen & Co. in March_ 1908.	  _ A new Edition with additional poems _ , _ including Ravenna _ , _ The Sphinx _ , _ and The Ballad of Reading Goal _ , Methuen & Co. first published _ ( _ limited issues on hand - made paper and Japanese vellum _ ) _ _ in March _ 1908 .
 They were always flanked by their elder children, and poor Pemberton usually had his own little charge at his side.	  their elder children always flanked them , and poor Pemberton usually had his own little charge at his side .
Yet the morning was brought to a violent as end by Morgan’s suddenly leaning his arms on the table, burying his head in them and bursting into tears: at which Pemberton was the more startled that, as it then came over him, it was the first time he had ever seen the boy cry and that the impression was consequently quite awful.	Yet Morgan ’s brought to a violent as end the morning suddenly leaning his arms on the table , burying his head in they and bursting into tears : at which Pemberton was the more startled that , as it then came over he , it was the first time he had ever seen the boy cry and that the impression was consequently quite awful .
 While Pemberton guessed at these dim young things, shadows of shadows, he was partly drawn on and partly checked, as for a scruple, by the charm of attempting to sound the little cool shallows that were so quickly growing deeper.	  While Pemberton guessed at these dim young things , shadows of shadows , the charm of attempting to sound the little cool shallows that were so quickly growing deeper partly drew on and partly checked , as for a scruple , him .
 It was interrupted at last by the appearance of his mother at the end of the sala.	  the appearance of his mother at the end of the sala interrupted at last It .
Its high moral purpose was distinctly recognized by several even of its most bitter detractors.	several even of its most bitter detractors distinctly recognized Its high moral purpose .
Boutan, who had now risen, was prompted by curiosity to remain a little longer.	curiosity prompted Boutan , who had now risen , to remain a little longer .
But Mathieu was struck less by the appetite which the others displayed than by Beauchene’s activity and skill.	But the appetite which the others displayed than by Beauchene ’s activity and skill struck less Mathieu .
The private rooms of the restaurants were still ablaze, the cafes threw bright radiance across the road, the pavement was blocked by their tables and chairs and customers.	The private rooms of the restaurants were still ablaze , the cafes threw bright radiance across the road , their tables and chairs and customers blocked the pavement .
The milky whiteness of her skin was accentuated by her beautiful black hair, caught up in a huge coil, and her big black eyes, which beamed with all the gentleness of spouse and mother.	her beautiful black hair , caught up in a huge coil , and her big black eyes , which beamed with all the gentleness of spouse and mother accentuated The milky whiteness of her skin .
If the antiquated and badly repaired mechanism of the mill had been replaced by modern appliances, and if the land, instead of being impoverished by adherence to old-fashioned practices, had fallen into the hands of an intelligent man who believed in progress, there would no doubt have been a fortune in it all.	If modern appliances had replaced the antiquated and badly repaired mechanism of the mill , and if the land , instead of being impoverished by adherence to old - fashioned practices , had fallen into the hands of an intelligent man who believed in progress , there would no doubt have been a fortune in it all .
And the third bed, a cradle, was occupied by Mademoiselle Rose, fifteen months of age and weaned for three weeks past.	And Mademoiselle Rose , fifteen months of age occupied the third bed , a cradle , and weaned for three weeks past .
She colored when she caught sight of Madame Beauchene, so keenly was she impressed by that perfect model of wealth and distinction, whom she ever strove to imitate.	She colored when she caught sight of Madame Beauchene , so keenly that perfect model of wealth and distinction , she ever strove whom to imitate impressed her .
 Mathieu was deeply pained by the scene, but kept his own counsel.	  the scene deeply pained Mathieu , but kept his own counsel .
His heart was wrung by much that he heard, and as soon as he could rid himself of Norine he returned to the waiting-room, eager to complete his business.	much that he heard wrung His heart , and as soon as he could rid himself of Norine he returned to the waiting - room , eager to complete his business .
Fortunately, a diversion was created by the arrival of Norine, who came in from the refectory; and Mathieu then promptly settled his business and went off, after promising Norine that he would return some day to see her.	Fortunately , the arrival of Norine , who came in from the refectory created a diversion ; and Mathieu then promptly settled his business and went off , after promising Norine that he would return some day to see her .
That room, looking towards the far expanse of sky and all the countryside, renascent, quivering with sap, was gilded with gayety by the early springtide.	the early springtide , looking towards the far expanse of sky and all the countryside , renascent , quivering with sap , gilded with gayety That room .
And if his constant perambulations did not affect his good-humor, he was nevertheless often haunted by thoughts of the future.	And if his constant perambulations did not affect his good - humor , thoughts of the future nevertheless often haunted him .
Formerly he had never been alarmed by the penury of his little home.	Formerly the penury of his little home never had alarmed him .
They are separated by clearings of excellent soil which broad gaps unite, and which could easily be turned into good pastures, for there are numerous springs.	clearings of excellent soil which broad gaps unite separate them , and which could easily be turned into good pastures , for there are numerous springs .
But she was frightened by the vastness of such hopes, and could not restrain a cry of disquietude and prudence.	But the vastness of such hopes frightened her , and could not restrain a cry of disquietude and prudence .
It was kept by Madame Broquette, a woman of forty, with a dignified if somewhat blotched face, who was always very tightly laced in a faded silk gown of dead-leaf hue.	Madame Broquette , a woman of forty , kept It who was always very tightly laced in a faded silk gown of dead - leaf hue with a dignified if somewhat blotched face , .
 But at this moment she was interrupted by the arrival of another early visitor, whose advent she hailed with a cry of delight.	  But at this moment the arrival of another early visitor , whose advent she hailed with a cry of delight interrupted her .
But might the terrible truth be buried in the dead girl’s grave, might there be none but pure flowers strewn upon that grave, might she who lay therein be regretted by all who had known her, as one snatched away in all innocence of youth and beauty!	But might the terrible truth be buried in the dead girl ’s grave , might there be none but pure flowers strewn upon that grave , all who had known her might regret her who lay therein , as one snatched away in all innocence of youth and beauty !
 Apart, too, from the new buildings, the estate was increased by five-and-seventy acres of woodland, and five-and-seventy acres of sandy sloping soil.	  Apart , too , from the new buildings , five - and - seventy acres of woodland , and five - and - seventy acres of sandy sloping soil increased the estate .
The whole of this part of the property was now acquired by the Froments--two hundred acres of land where, hitherto, only water plants had grown, but which now was given over to cultivation, and yielded abundant crops.	the Froments -- two hundred acres of land where , hitherto , only water plants had grown now acquired The whole of this part of the property , but which now was given over to cultivation , and yielded abundant crops .
His disposition had been further embittered by the birth of a daughter, whom he would willingly have dispensed with, anxious as he was with respect to his son Antonin, now a lad of twelve, who proved so sharp and quick at school that he was regarded by the folks of Janville as a little prodigy.	the birth of a daughter , he would willingly have dispensed whom with , anxious as he was with respect to his son Antonin , now a lad of twelve , who proved so sharp and quick at school that him was regarded by the folks of Janville as a little prodigy further had embittered His disposition .
That Benard and Madame Joseph were not bad-hearted in reality was shown by the fact that although Euphrasie was now but an useless encumbrance, they kept her with them, instead of flinging her into the streets as others would have done.	the fact that although Euphrasie was now but an useless encumbrance , they kept her with they , instead of flinging her into the streets as others would have done showed That Benard and Madame Joseph were not bad - hearted in reality .
And on this occasion, at the same time as the family increased, the estate of Chantebled was increased also by all the heatherland extending to the east as far as the village of Vieux-Bourg.	And on this occasion , at the same time as the family increased , all the heatherland extending to the east increased also the estate of Chantebled as far as the village of Vieux - Bourg .
Moreover, she was really grieved by the terrible catastrophe.	Moreover , the terrible catastrophe really grieved her .
Intimates were most struck, however, by the manner in which Beauchene and his wife drew together again.	the manner in which Beauchene and his wife drew together again most struck , however , Intimates .
I am haunted by the thought of that illegitimate child of my husband’s.	the thought of that illegitimate child of my husband haunts me ’s .
And when he was received by the director of the establishment, and had explained to him the real motives of his inquiries, at the same time giving his name, he was surprised by the promptness and precision of the answer: Alexandre-Honore, put out to nurse with the woman Loiseau at Rougemont, had first kept cows, and had then tried the calling of a locksmith; but for three months past he had been in apprenticeship with a wheelwright, a certain Montoir, residing at Saint-Pierre, a hamlet in the vicinity of Rougemont.	And when him was received by the director of the establishment , and had explained to he the real motives of his inquiries , at the same time giving his name , the promptness and precision of the answer surprised him Alexandre - Honore , : put out to nurse with the woman Loiseau at Rougemont , had first kept cows , and had then tried the calling of a locksmith ; but for three months past he had been in apprenticeship with a wheelwright , a certain Montoir , residing at Saint - Pierre , a hamlet in the vicinity of Rougemont .
But the old man was further captivated by the young fellow’s spirit of enterprise, the four modern languages which he spoke so readily, and the evident mastery which he would some day show in the management of a business which extended over the five parts of the world.	But the young fellow ’s spirit of enterprise , the four modern languages which he spoke so readily , and the evident mastery which he would some day show in the management of a business which extended over the five parts of the world further captivated the old man .
But he was more particularly won over by his grandniece Andree, now a delicious young girl well-nigh eighteen years of age, and therefore marriageable.	But his grandniece Andree , now a delicious young girl well - nigh eighteen years of age , more particularly won over him and therefore marriageable .
 This plan was helped on by the renewed presence of Celeste the maid.	  the renewed presence of Celeste the maid helped on This plan .
Madame Menoux was certainly disturbed by it all.	it all certainly disturbed Madame Menoux .
 Some days later, as Mathieu was again at the Beauchene works with his son Blaise, he was observed by Constance, who called him to her and questioned him in such direct fashion that he had to tell her what steps he had taken.	  Some days later , as Mathieu was again at the Beauchene works with his son Blaise , Constance , who called him to she and questioned him in such direct fashion he had that to tell her what steps he had taken observed him .
She was distracted by it as by some pitiless stroke of fate, some fresh and irreparable defeat.	it distracted her as by some pitiless stroke of fate , some fresh and irreparable defeat .
If Norine, during the first few months, had often wearied of spending her days in pasting little boxes together, if even thoughts of flight had at times come to her, she had always been restrained by the puny arms that were clasped around her neck.	If Norine , during the first few months , had often wearied of spending her days in pasting little boxes together , if even thoughts of flight had at times come to she , the puny arms that were clasped around her neck always had restrained her .
 She was animated by such joyous haste that she made the party start much sooner than was necessary, and they reached Janville at half-past nine.	  such joyous haste she made that the party start much sooner than was necessary animated her , and they reached Janville at half - past nine .
Then the last places were occupied by the rulers’ granddaughter and grandson, Mademoiselle Berthe and Monsieur Christophe, who were as yet unable to walk long distances.	Then the rulers ’ granddaughter and grandson , Mademoiselle Berthe and Monsieur Christophe , who were as yet unable to walk long distances occupied the last places .
 The little flat in the Rue de La Boetie seemed very bright and fragrant; it was perfumed by the fair grace of Andree and illumined by the victorious charm of Ambroise, that handsome loving couple who, arm in arm, had set out so bravely to conquer the world.	  The little flat in the Rue de La Boetie seemed very bright and fragrant ; the fair grace of Andree perfumed it that handsome loving couple who , arm in arm , had set out so bravely to conquer the world and illumined by the victorious charm of Ambroise , .
 The departure of the others was enlivened by a curious incident, a mistake which Constance made, and which seemed very comical amid all the mirth promoted by the copious lunch.	  a curious incident , a mistake which Constance made enlivened The departure of the others , and which seemed very comical amid all the mirth promoted by the copious lunch .
When, after his daughter’s death, she had seen him return to the works quite a wreck, she had been stirred by deep pity, with which some covert personal anxiety confusedly mingled.	When , after his daughter ’s death , she had seen him return to the works quite a wreck , deep pity , with which some covert personal anxiety confusedly mingled had stirred her .
 Worthy Morange was quite moved by it.	  it quite moved Worthy Morange .
 It was not Morange who answered; he was stupefied by the blow.	  It was not Morange who answered ; the blow stupefied him .
 The abomination of it all, the vengeance of destiny which exacted this sacrilege, filled her with such a feeling of revolt that at the moment when vertigo was about to seize her and the flooring began to flee from beneath her feet, she was lashed by it and kept erect.	  The abomination of it all , the vengeance of destiny which exacted this sacrilege , filled her with such a feeling of revolt that at the moment when vertigo was about to seize her and the flooring began to flee from beneath her feet , it lashed her and kept erect .
When that young scamp Antonin had recovered his health, he had been tormented by a longing to return to Paris, and had done all he could with that object, in view of resuming a life of idleness and dissipation.	When that young scamp Antonin had recovered his health , a longing had tormented him to return to Paris , and had done all he could with that object , in view of resuming a life of idleness and dissipation .
In eight years, Denis, who reigned at the factory in Paris, had been presented by his wife with three children, two boys, Lucien and Paul, and a girl, Hortense.	In eight years , his wife had presented Denis , who reigned at the factory in Paris , with three children , two boys , Lucien and Paul , and a girl , Hortense .
 Young Benjamin, the last born of the brothers Froment, was particularly upset by this departure.	this departure particularly upset   Young Benjamin , the last born of the brothers Froment , .
 As a matter of fact, Morange had been carried away as by a storm, and, walking straight before him, had once more found himself on the Grenelle bridge, where Denis had one day saved him from the fascination of the water.	  As a matter of fact , a storm had carried away as Morange , and , walking straight before he , had once more found himself on the Grenelle bridge , where Denis had one day saved him from the fascination of the water .
And if he were at present leaning over that water, had he not been impelled thither by an unconscious desire to have done with all his troubles, an instinctive hope of drowning the torment into which he was thrown by those stubbornly recurring words?	And if he were at present leaning over that water , an unconscious desire to have done with all his troubles , an instinctive hope of drowning the torment into which him was thrown by those stubbornly recurring words not had impelled thither him ?
Ever darting troubled glances around him, he was tortured by internal combats, which, without the slightest motive, made him descend the stairs a dozen times, linger before the machinery in motion, and then return to his additions up above, with the bewildered, distracted air of one who could not find what he sought so painfully.	Ever darting troubled glances around he , internal combats , which , without the slightest motive , made him descend the stairs a dozen times , linger before the machinery in motion , and then return to his additions up above , with the bewildered , distracted air of one who could not find what he sought so painfully tortured him .
 At this moment, however, she was thunderstruck by an extravagant and seemingly senseless incident.	  At this moment , however , an extravagant and seemingly senseless incident thunderstrucked her .
Moreover, the accountant’s madness was no longer doubted by anybody a few days later, when the doorkeeper of his house related his final eccentricities, and a commissary of police went to search his rooms.	Moreover , anybody no longer doubted the accountant ’s madness a few days later , when the doorkeeper of his house related his final eccentricities , and a commissary of police went to search his rooms .
Ever since the morning he had been rendered anxious by Morange’s letter, which had greatly surprised and worried him with that extraordinary story of Alexandre turning up once more, being welcomed by Constance, and introduced by her into the establishment.	Ever since the morning Morange ’s letter , had rendered anxious him which had greatly surprised and worried him with that extraordinary story of Alexandre turning up once more , being welcomed by Constance , and introduced by she into the establishment .
And he was deeply moved by it, as if the dread of the catastrophe which it foreshadowed would henceforth upset his life.	And it deeply moved him , as if the dread of the catastrophe which it foreshadowed would henceforth upset his life .
Gervais, now sixty-two, was helped by his two eldest sons, Leon and Henri, who between them had ten children; while his three daughters, Mathilde, Leontine, and Julienne, who were married in the district, in like way numbered between them twelve.	his two eldest sons , Leon and Henri , who between they had ten children helped Gervais , now sixty - two , ; while his three daughters , Mathilde , Leontine , and Julienne , who were married in the district , in like way numbered between they twelve .
Ever and ever comes the plain, fields are succeeded by other fields stretching out of sight, whose end a plough would only reach in months and months.	Ever and ever comes the plain , other fields stretching out of sight , whose end a plough would only reach in months and months succeed fields .
They were like a sacred temple in which the god had fixed his abode, they were animated by the inextinguishable fire with which the universe ever burns for the work of continual creation.	They were like a sacred temple in which the god had fixed his abode , the inextinguishable fire with which the universe ever burns for the work of continual creation animated them .
Amid all the frightful loss and wastage, the race is strengthened, the country is made afresh, a good civic example is given by such healthy prodigality as Mathieu and Marianne had shown.	Amid all the frightful loss and wastage , the race is strengthened , the country is made afresh , such healthy prodigality as Mathieu and Marianne gives a good civic example had shown .
 One morning--it was the 27th of August--I was roused out of my bed by the rough voice of the innkeeper and the tremendous thumps he gave my door.	  One morning -- it was the 27th of August -- the rough voice of the innkeeper and the tremendous thumps he gave my door roused out of my bed me .
And--a fact which touched him more nearly--the Green Cormorant had not been visited by either Len Guy or his crew since the arrival of the _Halbrane_.	And -- a fact which touched him more nearly -- either Len Guy or his crew not had visited the Green Cormorant since the arrival of the _ Halbrane _ .
As the American poet had stated, at the close of the narrative of his adventures, Gordon's death had already been made known to the public by the daily press."	As the American poet had stated , at the close of the narrative of his adventures , the daily press already had made known to the public Gordon 's death . "
The story is told by the principal personage.	the principal personage tells The story .
The masts were carried away by the furious gusts, and the wreck was driven before the wind.	the furious gusts carried away The masts , and the wreck was driven before the wind .
If Dirk Peters and his companions had not lashed themselves securely to the remains of the rigging, they must have been carried away by a tremendous sea, which drove in the hatches of the _Grampus_.	If Dirk Peters and his companions had not lashed themselves securely to the remains of the rigging , a tremendous sea , which drove in the hatches of the _ Grampus _ must have carried away them .
Finally, after the shipwrecked mariners of the _Grampus_ had drifted no less than twenty-five degrees towards the south, they were picked up by the schooner _	Finally , after the shipwrecked mariners of the _ Grampus _ had drifted no less than twenty - five degrees towards the south , the schooner picked up them _
 Evidently, reason is not outraged by an admission of the reality of these facts, although the situations are strained to the utmost limits of possibility; but that does not surprise us, for the writer is the American magician-poet, Edgar Poe.	  Evidently , an admission of the reality of these facts not outrages reason , although the situations are strained to the utmost limits of possibility ; but that does not surprise us , for the writer is the American magician - poet , Edgar Poe .
Allen had been so deeply covered by the sliding soil that he was already smothered, but Arthur Pym and Dirk Peters contrived to drag themselves on their knees, and opening a way with their bowie knives, to a projecting mass of harder clay, which had resisted the movement from above, and from thence they climbed to a natural platform at the extremity of a wooded ravine.	the sliding soil so deeply had covered Allen that him was already smothered , but Arthur Pym and Dirk Peters contrived to drag themselves on their knees , and opening a way with their bowie knives , to a projecting mass of harder clay , which had resisted the movement from above , and from thence they climbed to a natural platform at the extremity of a wooded ravine .
The fifth was dragged away by the fugitives, who reached a boat which had been pulled up on the beach and was laden with three huge turtles.	the fugitives , who reached a boat which had been pulled up on the beach and was laden with three huge turtles dragged away The fifth .
The island was inhabited, from 1811, by American whale fishers.	American whale fishers inhabited , from 1811 , The island .
 "It was then," I resumed, "that Captain Guy resolved to carry out a project he had long cherished, and in which he was encouraged by a certain passenger who was on board the _Jane_--"  "Arthur Gordon Pym," exclaimed Glass, "and his companion, one Dirk Peters; the two had been picked up at sea by the schooner."	  " It was then , " I resumed , " that Captain Guy resolved to carry out a project he had long cherished , and in which him was encouraged by a certain passenger who was on board the _ Jane_-- "   " Arthur Gordon Pym , " exclaimed Glass , " and his companion , one Dirk Peters ; the schooner had picked up at sea the two . "
I was haunted by the figures of Arthur Pym and his companions, lost in Antarctic ice-deserts.	the figures of Arthur Pym and his companions , lost in Antarctic ice - deserts haunted me .
On the eve of our departure, Captain Len Guy was accosted at the angle of the port by an individual whom he recognized as a sailor by his clothes, his walk, and his speech.	On the eve of our departure , an individual whom he recognized as a sailor by his clothes , his walk , and his speech accosted at the angle of the port Captain Len Guy .
 It was discovered by the Frenchman, Barbe, in 1675, before Cook; but, although he came in second, the celebrated navigator gave it the series of names which it still bears.	  the Frenchman , Barbe , discovered It in 1675 , before Cook ; but , although he came in second , the celebrated navigator gave it the series of names which it still bears .
The British administration is not represented there by anyone, the island is not inhabited, although it is habitable, at least in the summer season.	anyone not represents there The British administration , the island is not inhabited , although it is habitable , at least in the summer season .
New Georgia, being exposed to the direct action of the Antarctic polar current, is freely frequented by marine mammals.	marine mammals , freely frequent New Georgia , being exposed to the direct action of the Antarctic polar current .
But we were much impeded by huge banks of fog which frequently shut out the horizon.	But huge banks of fog which frequently shut out the horizon much impeded us .
This archipelago was discovered by Palmer, an American, and Bothwell, an Englishman, jointly, in 1821-22.	Palmer , an American , and Bothwell , an Englishman , discovered This archipelago jointly , in 1821 - 22 .
 The islands and islets were peopled by multitudes of birds.	  multitudes of birds peopled The islands and islets .
As for the vegetable kingdom in the New South Orkneys, it is represented only by grey lichen and some scanty seaweeds.	As for the vegetable kingdom in the New South Orkneys , only grey represents it lichen and some scanty seaweeds .
 "Very well, then; it will be cooked by Endicott here, and you will not know the difference."	  " Very well , then ; Endicott will cook it here , and you will not know the difference . "
All the facts are united by a mysterious chain."	a mysterious chain unites All the facts . "
 At least, I was assured by the boatswain that such was the case, but with the exception of Hunt.	  At least , the boatswain assured me that such was the case , but with the exception of Hunt .
 "And you should have been rewarded by a baptism, Mr. Jeorling.	  " And a baptism , Mr. Jeorling should have rewarded you .
